date,gender_label,liczba_przejazdow,temperatura,opady,wiatr,wilgotnosc
2018-11-06,Unknown,33,12.575757575757576,0.1787878787878788,11.751515151515152,93.6969696969697
2018-11-07,Kobiety,314,12.926751592356688,0.0,17.204458598726113,62.5
2018-11-07,Mężczyźni,1050,12.799047619047618,0.0,17.096190476190475,62.833333333333336
2018-11-07,Unknown,52,13.461538461538462,0.0,17.66923076923077,61.19230769230769
2018-11-08,Kobiety,265,8.615094339622642,0.0,10.95811320754717,61.51698113207547
2018-11-08,Mężczyźni,913,8.444687842278205,0.0,10.68236582694414,63.14019715224534
2018-11-08,Unknown,46,9.282608695652174,0.0,9.7,61.19565217391305
2018-11-09,Kobiety,160,6.99375,0.31375,13.27125,76.74375
2018-11-09,Mężczyźni,534,7.020599250936329,0.5666666666666667,13.600561797752809,79.32771535580524
2018-11-09,Unknown,22,6.954545454545454,0.36818181818181817,13.381818181818183,77.77272727272727
2018-11-10,Kobiety,148,5.655405405405405,0.008783783783783784,24.7222972972973,53.054054054054056
2018-11-10,Mężczyźni,423,5.633569739952718,0.006619385342789599,25.680614657210402,49.673758865248224
2018-11-10,Unknown,39,5.666666666666667,0.0,26.723076923076924,46.8974358974359
2018-11-11,Kobiety,158,5.2594936708860756,0.0,12.828481012658228,54.424050632911396
2018-11-11,Mężczyźni,376,5.23936170212766,0.0,12.750531914893617,55.045212765957444
2018-11-11,Unknown,48,5.416666666666667,0.0,13.110416666666666,53.125
2018-11-12,Kobiety,228,5.618421052631579,0.0004385964912280702,6.9868421052631575,73.45175438596492
2018-11-12,Mężczyźni,750,5.5986666666666665,0.0010666666666666667,6.671466666666667,74.44933333333333
2018-11-12,Unknown,36,6.416666666666667,0.002777777777777778,6.852777777777778,72.38888888888889
2018-11-13,Kobiety,156,7.871794871794871,0.5,20.226282051282052,75.33974358974359
2018-11-13,Mężczyźni,554,8.025270758122744,0.5889891696750903,19.619855595667868,76.06859205776173
2018-11-13,Unknown,17,8.294117647058824,0.8117647058823528,18.435294117647057,78.3529411764706
2018-11-14,Kobiety,216,2.449074074074074,0.0,21.26805555555556,43.58796296296296
2018-11-14,Mężczyźni,805,2.315527950310559,0.0,20.91664596273292,43.60248447204969
2018-11-14,Unknown,27,2.5555555555555554,0.0,21.35925925925926,44.77777777777778
2018-11-15,Kobiety,111,-0.42342342342342343,0.10270270270270271,14.154054054054054,53.3963963963964
2018-11-15,Mężczyźni,421,-0.18052256532066507,0.36104513064133015,15.200237529691211,57.65558194774347
2018-11-15,Unknown,11,-0.2727272727272727,0.17272727272727273,13.945454545454545,54.81818181818182
2018-11-16,Kobiety,109,3.834862385321101,0.3678899082568807,22.443119266055046,79.04587155963303
2018-11-16,Mężczyźni,504,3.7916666666666665,0.37460317460317455,23.320833333333336,79.96031746031746
2018-11-16,Unknown,16,4.125,0.2,21.6375,77.0
2018-11-17,Kobiety,142,6.063380281690141,0.0,17.253521126760564,67.37323943661971
2018-11-17,Mężczyźni,459,6.1154684095860565,0.0,16.822004357298475,66.93681917211329
2018-11-17,Unknown,31,6.193548387096774,0.0,16.809677419354838,67.06451612903226
2018-11-18,Kobiety,136,4.838235294117647,0.0963235294117647,5.497794117647059,63.35294117647059
2018-11-18,Mężczyźni,394,4.738578680203045,0.0715736040609137,5.486548223350253,64.68527918781726
2018-11-18,Unknown,30,5.2,0.11,4.733333333333333,60.833333333333336
2018-11-19,Kobiety,228,7.008771929824562,0.0,5.939912280701754,85.32456140350877
2018-11-19,Mężczyźni,862,6.907192575406032,0.0,6.019953596287703,85.78538283062645
2018-11-19,Unknown,37,6.891891891891892,0.0,5.764864864864865,85.8108108108108
2018-11-20,Kobiety,239,5.560669456066946,0.061924686192468624,14.210460251046026,77.76569037656904
2018-11-20,Mężczyźni,864,5.724537037037037,0.04224537037037037,14.797800925925927,75.11574074074075
2018-11-20,Unknown,43,5.767441860465116,0.053488372093023255,14.837209302325581,78.09302325581395
2018-11-21,Kobiety,179,4.5363128491620115,0.00893854748603352,22.182681564245808,59.80446927374302
2018-11-21,Mężczyźni,651,4.1336405529953915,0.008294930875576038,21.68294930875576,60.72043010752688
2018-11-21,Unknown,32,4.15625,0.00625,22.0375,57.96875
2018-11-22,Kobiety,43,-4.813953488372093,0.0,23.746511627906976,41.76744186046512
2018-11-22,Mężczyźni,126,-4.849206349206349,0.0,23.834126984126982,41.023809523809526
2018-11-22,Unknown,7,-4.714285714285714,0.0,23.885714285714283,38.57142857142857
2018-11-23,Kobiety,59,-2.9491525423728815,0.0,8.010169491525424,45.94915254237288
2018-11-23,Mężczyźni,239,-3.087866108786611,0.0,8.214644351464434,44.46443514644351
2018-11-23,Unknown,13,-4.769230769230769,0.0,7.638461538461538,47.84615384615385
2018-11-24,Kobiety,76,4.9605263157894735,0.07631578947368421,10.801315789473684,77.9342105263158
2018-11-24,Mężczyźni,225,5.337777777777778,0.05911111111111111,10.911999999999999,78.2088888888889
2018-11-24,Unknown,14,5.642857142857143,0.02142857142857143,10.507142857142856,77.85714285714286
2018-11-25,Kobiety,134,9.985074626865671,0.016417910447761197,11.872388059701493,76.08208955223881
2018-11-25,Mężczyźni,405,9.930864197530864,0.027901234567901237,11.809876543209876,76.01728395061728
2018-11-25,Unknown,24,10.666666666666666,0.0,12.183333333333332,73.33333333333333
2018-11-26,Kobiety,123,7.609756097560975,0.6723577235772358,18.298373983739836,85.08130081300813
2018-11-26,Mężczyźni,497,7.686116700201207,1.1824949698189136,18.391146881287725,85.59959758551308
2018-11-26,Unknown,17,8.529411764705882,0.6941176470588236,19.211764705882352,83.0
2018-11-27,Kobiety,220,4.531818181818182,0.005454545454545454,23.556818181818183,67.69090909090909
2018-11-27,Mężczyźni,885,4.480225988700565,0.001694915254237288,23.203389830508474,66.5774011299435
2018-11-27,Unknown,34,4.411764705882353,0.0,23.058823529411764,64.67647058823529
2018-11-28,Kobiety,229,3.3406113537117905,0.0,27.01834061135371,57.069868995633186
